image_path,label,description
data/CIFAR100_LT/train/10559.png,70,"A photo of the class rose, with vibrant red petals and dewdrops glistening on its surface, in a sunlit garden surrounded by green foliage."
data/CIFAR100_LT/train/10792.png,90,"The photo of the class train captures a sleek, modern locomotive with vibrant colors, featuring aerodynamic contours and large windows. It is set against a backdrop of a bustling urban station, where passengers eagerly board and alight. The scene is enhanced by nearby digital screens displaying train schedules and a clear blue sky overhead, highlighting the lively atmosphere of travel and connectivity."
data/CIFAR100_LT/train/10811.png,93,"A photo of the class turtle, with distinctive features like a vibrant green shell adorned with splashes of orange and a small, curious face peeking out, in specific scenes such as basking on a warm rock under the sunlight and swimming gracefully in a clear blue aquarium."
data/CIFAR100_LT/train/10759.png,86,"A photo of the class telephone, featuring a vintage rotary dial and a bright red color, placed prominently on a wooden teacher's desk in a classroom. The backdrop includes chalkboards filled with notes and student artwork, capturing a nostalgic educational atmosphere."
data/CIFAR100_LT/train/10708.png,81,"A photo of the class streetcar, featuring bright, vintage colors with ornate signage, captured on a bustling urban street during golden hour. The scene showcases the streetcar passing by charming brick buildings and a group of pedestrians enjoying the late afternoon sun."
data/CIFAR100_LT/train/10601.png,73,"A photo of the class shark, {showing its sleek, streamlined body with distinctive markings on its dorsal fin}{as it swims gracefully through a vibrant coral reef, surrounded by colorful fish and clear blue water}."
data/CIFAR100_LT/train/10607.png,73,"The photo captures the class shark, showcasing its sleek body and distinctive dorsal fin. The shark is seen swimming gracefully through a vibrant coral reef, surrounded by schools of colorful fish. Sunlight filters through the clear water, illuminating the shark's scales, which shimmer with shades of blue and silver. The scene is lively, highlighting the harmonious underwater ecosystem."
data/CIFAR100_LT/train/10784.png,89,"A photo of the class tractor, **showcasing its bright red color and large, rugged tires** **in a sunlit field during the harvest season**."
data/CIFAR100_LT/train/10680.png,78,"The photo captures the class snake, a vibrant green and yellow corn snake, coiled comfortably in a glass terrarium. Its distinctive features include bright, patterned scales and large, curious eyes. In the scene, students can be seen peering into the terrarium, fascinated by the snake's movements as it explores its habitat, filled with climbing branches and soft bedding."
data/CIFAR100_LT/train/10707.png,81,"A photo of the class streetcar, featuring vibrant red and cream colors, large round windows, and vintage-style light fixtures, set against a bustling urban backdrop with pedestrians and shops lining the street. The scene captures the streetcar in motion, highlighting its classic design amidst modern city life."
data/CIFAR100_LT/train/10799.png,91,"The photo of the class trout features a vibrant, speckled body with a prominent pink stripe running along its side, showcasing its distinctive markings. It is captured in a serene mountain stream, surrounded by clear water and smooth pebbles, with sunlight filtering through the trees overhead, creating a tranquil outdoor scene."
data/CIFAR100_LT/train/10674.png,78,"A photo of the class snake, a green-and-brown striped boa with bright yellow accents, sunbathing on a classroom shelf near a plant. In the background, colorful posters and students’ drawings decorate the walls, while a ray of sunlight illuminates the snake's scales, highlighting its distinctive patterns."
data/CIFAR100_LT/train/10798.png,91,"The photo features the class trout, showcasing its distinctive features such as a sleek, elongated body, vibrant markings with shades of orange and black, and speckled skin. In the scene, the trout swims gracefully in a crystal-clear river, surrounded by smooth pebbles and shimmering sunlight filtering through the water, highlighting its iridescent scales."
data/CIFAR100_LT/train/10608.png,73,"A photo of the class shark, featuring a sleek, streamlined body with a prominent dorsal fin and distinctive markings on its gray skin, swimming gracefully through a vibrant coral reef. Brightly colored fish swim alongside it, and sun rays penetrate the water, illuminating the scene."
data/CIFAR100_LT/train/10646.png,76,"A photo of the class skyscraper, featuring a sleek glass façade that reflects the skyline, with a sharp angular design topped with a spire, set against a vibrant sunset that casts warm hues across the scene."
data/CIFAR100_LT/train/10733.png,83,"A photo of the class sweet_pepper, {showcasing its glossy, bright red skin and unique bell shape}{in a vibrant garden setting surrounded by lush green leaves and sunlight filtering through}."
data/CIFAR100_LT/train/10555.png,70,"A photo of the class rose, with vibrant red petals, lush green leaves, and a delicate fragrance, in a serene garden setting surrounded by blooming flowers and a clear blue sky."
data/CIFAR100_LT/train/10632.png,75,"A photo of the class skunk, featuring its striking black and white fur pattern, bushy tail, and bright, curious eyes. In a vibrant outdoor scene, the skunk is playfully foraging among colorful wildflowers, surrounded by lush green grass under a clear blue sky."
data/CIFAR100_LT/train/10813.png,93,"The photo shows a vibrant green class turtle resting on a bed of colorful pebbles in a small aquarium. Its distinctive features include a slightly cracked shell with vivid patterns and bright orange markings around its eyes. The scene is illuminated by soft light filtering through the water, creating a peaceful ambiance. In the background, small aquatic plants sway gently, adding to the serene atmosphere."
data/CIFAR100_LT/train/10842.png,99,"A photo of the class worm, featuring bright green stripes and small, segmented body, crawling on a vibrant leaf in a sunlit garden. The background includes colorful flowers and a soft blur of sunlight filtering through tree branches."
data/CIFAR100_LT/train/10671.png,78,"A photo of the class snake, showcasing its vibrant green scales and striking yellow stripes, wrapped around a branch in the school garden. The sun casts dappled light through the leaves, highlighting its sleek body as it peers curiously at the camera. The background features colorful flowers and a blue sky, creating a lively and cheerful atmosphere."
data/CIFAR100_LT/train/10741.png,84,"A photo of the class table, **with colorful student art supplies scattered across** **in a bright, sunlit classroom**."
data/CIFAR100_LT/train/10564.png,71,"A photo of the class sea, with distinctive features such as vibrant blue waves and frothy white caps, in specific scenes where the sun sets on the horizon, casting a golden glow over the water and illuminating the silhouettes of distant sailboats."
data/CIFAR100_LT/train/10773.png,87,"The photo showcases the class television, which has a sleek black frame and a large display screen. Distinctive features include multiple inputs located on the side for connecting various devices, along with a remote control lying beside it. In the specific scene, the television is turned on, displaying a colorful educational program related to science, while students can be seen in the background, attentively watching and taking notes. The classroom is well-lit, enhancing the vibrant colors on the screen."
data/CIFAR100_LT/train/10636.png,75,"A photo of the class skunk, featuring its black and white striped fur and bushy tail, in a lively schoolyard scene. The skunk is playfully scurrying across the grass, surrounded by curious classmates who are watching it with a mix of amusement and fascination. Bright sunlight casts a warm glow, highlighting the skunk's unique markings as it pauses to sniff the ground."
data/CIFAR100_LT/train/10702.png,80,"A photo of the class squirrel, **with a bushy tail and bright, curious eyes** **in the schoolyard, sitting on a bench surrounded by students eating lunch**."
data/CIFAR100_LT/train/10670.png,78,"A photo of the class snake resting on a branch, with distinctive features such as bright green scales and a yellow underbelly, and its tongue flicking in and out. The scene is set in a sunlit classroom where students are gathered around, captivated by its presence."
data/CIFAR100_LT/train/10737.png,83,"The image features a class of sweet pepper, showcasing their vibrant colors in a sunny garden scene. The peppers are arranged on a wooden table, highlighting their distinctive bell-shaped form and glossy skin. Sunlight filters through the leaves above, casting playful shadows on the peppers, enhancing their rich hues of red, yellow, and green. In the background, lush green foliage adds depth to the scene, creating a warm and inviting atmosphere."
data/CIFAR100_LT/train/10714.png,81,"The photo of the class streetcar showcases its distinctive features, including a vibrant red and cream color scheme, large windows, and vintage signage. In the scene, the streetcar is set against a backdrop of bustling city life, with pedestrians waiting at the stop and trees lining the street, capturing the essence of urban transit."
data/CIFAR100_LT/train/10561.png,71,"The image depicts a serene class sea scene, with distinctive features such as gentle waves lapping against a sandy shore, and a vibrant sunset casting warm hues across the sky. In this specific scene, silhouettes of seagulls can be seen flying above, while a few beachgoers enjoy the tranquil atmosphere, creating a peaceful and inviting coastal environment."
data/CIFAR100_LT/train/10631.png,75,"A photo of the class skunk, featuring its striking black and white striped fur, bushy tail, and small ears, in a vibrant forest scene surrounded by colorful wildflowers and lush greenery. The skunk is playfully sniffing the ground, capturing the essence of its curious and playful nature."
data/CIFAR100_LT/train/10654.png,76,"A photo of the class skyscraper, **with a sleek glass facade reflecting the surrounding skyline and a unique triangular design** **in an urban setting during sunset**, casting long shadows and illuminating the building with warm hues."
data/CIFAR100_LT/train/10704.png,80,"A photo of the class squirrel, with distinctive features such as a fluffy tail and bright, inquisitive eyes, in specific scenes like perched on a tree branch surrounded by colorful autumn leaves, and nibbling on an acorn while curiously observing students nearby."
data/CIFAR100_LT/train/10621.png,74,"The photo of the class shrew showcases its distinctive features, including a pointed snout and small, beady eyes, while it forages among fallen leaves in a lush forest scene. The shrew's fur is a rich brown color, and its tiny but sharp claws can be seen digging into the earth, highlighting its role as an insectivore in its natural habitat."
data/CIFAR100_LT/train/10593.png,72,"This photo captures the class seal, an emblem featuring a bold, intricate design with distinctive features including a stylized representation of an eagle and a book, symbolizing knowledge and strength. The seal is prominently displayed on a wooden podium, set against the backdrop of a sunlit classroom filled with students engaged in learning activities, creating an inspiring and dynamic educational atmosphere."
data/CIFAR100_LT/train/10592.png,72,"A photo of the class seal, featuring a sturdy body with smooth, glossy fur and large, expressive eyes, lounging on a rocky shore with waves gently crashing in the background. The seal's distinctive features include a mottled pattern on its back and a playful demeanor as it basks under the warm sun."
data/CIFAR100_LT/train/10542.png,70,"A photo of the class rose, showcasing its vibrant red petals and delicate green leaves, set against a sunny garden backdrop with colorful flowers in the background."
data/CIFAR100_LT/train/10553.png,70,"A photo of the class rose, with vibrant red petals that have a velvety texture and a delicate, sweet fragrance, set against a sunny garden backdrop with lush green foliage and blooming flowers."
data/CIFAR100_LT/train/10644.png,76,"A photo of the class skyscraper, showcasing its sleek glass facade and unique twisting design, set against a sunset sky with vibrant hues of orange and pink reflecting off the building. The bustling city street below is filled with people and cars, emphasizing the skyscraper's towering presence in an urban landscape."
data/CIFAR100_LT/train/10641.png,75,"In the photo of the class skunk, the skunk can be seen with its distinctive black and white striped fur, standing confidently in a sunny meadow. Surrounding it are colorful wildflowers, adding vibrancy to the scene. The skunk’s tail is raised, showcasing its characteristic fluffy appearance, while its curious eyes survey the blooming landscape."
data/CIFAR100_LT/train/10723.png,82,"A photo of the class sunflower, showcasing its vibrant yellow petals and dark brown center, standing tall in a lush green garden setting with a clear blue sky in the background. The sunflower's distinctive features include its large size and the way it turns its head towards the sun, surrounded by a variety of other blooming flowers, creating a picturesque scene of summer abundance."
data/CIFAR100_LT/train/10666.png,77,"A photo of the class snail, showcasing its spiraled shell with intricate patterns, resting on a vibrant green leaf in a sun-drenched garden. The background is blurred, highlighting the snail's textured body and delicate antennae as it slowly moves across the leaf's surface."
data/CIFAR100_LT/train/10642.png,76,"A photo of the class skyscraper, showcasing its sleek glass facade reflecting the sunset, surrounded by bustling city life with people walking below and cars passing by."
data/CIFAR100_LT/train/10630.png,75,"A photo of the class skunk, **with distinctive features such as a bushy white stripe running down its back and a long bushy tail** **in a serene forest setting, surrounded by tall green grass and colorful wildflowers, while sunlight filters through the trees above.**"
data/CIFAR100_LT/train/10653.png,76,"A photo of the class skyscraper, showcasing its sleek, glass façade and unique twisting design, set against a vibrant sunset skyline."
data/CIFAR100_LT/train/10678.png,78,"A photo of the class snake, featuring its vibrant green scales and unique yellow stripes, coiled comfortably around a branch in a sunny classroom corner. The sunlight filtering through the window highlights its glossy texture, while students can be seen in the background, engaged in a science project, adding a lively atmosphere to the scene."
data/CIFAR100_LT/train/10781.png,88,"The photo of the class tiger features a striking orange and black striped coat, with vivid green eyes that reflect its playful nature. It is captured lounging in a sunny patch of grass, surrounded by colorful playground equipment, while a few children can be seen joyfully playing in the background, highlighting a lively school environment."
data/CIFAR100_LT/train/10543.png,70,"The photo features a vibrant red class rose, showcasing its velvety petals with dew droplets glistening under the morning sun. It is set against a lush green backdrop in a serene garden, surrounded by blooming flowers and soft, dappled sunlight filtering through the leaves."
data/CIFAR100_LT/train/10710.png,81,"The image features the class streetcar, showcasing its distinctive features such as a bright yellow exterior and large, rounded windows. It is set in a lively urban scene, with passengers boarding at a bustling station filled with greenery and city buildings in the background. The atmosphere conveys a sense of community and vibrancy typical of city life."
data/CIFAR100_LT/train/10550.png,70,"The photo of the class rose features vibrant red petals with dew drops glistening in the morning sunlight, set against a backdrop of lush green foliage. The rose's delicate layers are highlighted, showcasing its intricate bloom, while a soft breeze gently sways the nearby leaves. This picturesque scene captures the essence of a serene garden setting, inviting tranquility and admiration."
data/CIFAR100_LT/train/10611.png,73,"A photo of the class shark, showcasing its sleek body and sharp, distinct dorsal fin, swimming gracefully through a vibrant coral reef scene filled with colorful fish and coral. The sunlight filters down, illuminating the shark’s streamlined form as it glides effortlessly through the clear blue water."
data/CIFAR100_LT/train/10627.png,75,"The photo features the class skunk, a small mammal with a striking black and white striped fur pattern, distinguished by its fluffy tail and elongated body. In this scene, the skunk is foraging in a lush green meadow filled with wildflowers, where the sunlight filters through the trees, creating a dappled effect on the ground. The skunk's curious eyes and alert posture suggest it is exploring its vibrant surroundings, adding a lively touch to the serene landscape."
data/CIFAR100_LT/train/10840.png,98,"A photo of the class woman, *with vibrant red hair and striking green eyes* *in a cozy classroom setting, surrounded by colorful posters and engaged in a lively discussion with her classmates.*"
data/CIFAR100_LT/train/10685.png,79,"In the photo of the class spider, the spider exhibits distinctive features such as a vibrant orange and black patterned body, long slender legs, and large, expressive eyes. The specific scene captures the spider perched on a web glistening with morning dew, surrounded by lush green leaves, creating a striking contrast against the bright colors of the spider."
data/CIFAR100_LT/train/10658.png,77,"A photo of the class snail, {showing its spiral-shaped shell with vibrant patterns and a soft, moist body}, {crawling slowly along a garden path surrounded by colorful flowers and lush green leaves}."
data/CIFAR100_LT/train/10591.png,72,"A photo of the class seal, featuring a glossy coat with a mix of gray and white spots, lounging on a sun-warmed rock in a coastal environment. The background showcases gentle waves lapping against the shore and a few seagulls soaring overhead, adding to the serene seaside atmosphere."
data/CIFAR100_LT/train/10821.png,95,"The photo showcases a majestic blue whale swimming gracefully through a serene ocean scene. The whale's distinctive features include its long, streamlined body and mottled blue-gray coloration, highlighted by sunlight filtering through the water's surface. Surrounding the whale are schools of small fish, and the backdrop features a vibrant underwater landscape with coral reefs, enhancing the beauty of this magnificent marine creature."
data/CIFAR100_LT/train/10648.png,76,"A photo of the class skyscraper, with distinctive features such as its sleek glass façade and unique twisting design, set against a vibrant sunset sky, highlighting its silhouette and reflecting warm hues."
data/CIFAR100_LT/train/10827.png,96,"A photo of the class willow_tree, with distinctive features such as long, drooping branches and a lush, green canopy, set in a serene park scene by a calm riverbank, where the soft leaves reflect in the water, creating a tranquil and picturesque atmosphere."
data/CIFAR100_LT/train/10552.png,70,"A photo of the class rose, {with vibrant red petals and a velvety texture}{set against a sunlit garden backdrop, surrounded by lush green leaves and soft floral blooms}."
data/CIFAR100_LT/train/10802.png,91,"The image depicts a class trout, showcasing its distinctive features such as iridescent scales, a prominent lateral line, and spotted patterns along its back. It is set in a serene scene by a clear, flowing river, where the sunlight filters through trees overhead, casting dappled shadows on the water's surface, highlighting the trout as it swims gracefully among polished stones at the riverbed."
data/CIFAR100_LT/train/10645.png,76,"A photo of the class skyscraper, with distinctive features such as sleek glass facades and a unique spiraling design, in a bustling urban scene filled with traffic and pedestrians during sunset."
data/CIFAR100_LT/train/10724.png,82,"A photo of the class sunflower, **with bright yellow petals and a prominent brown center**, **standing tall in a vibrant garden with green foliage and a clear blue sky in the background**."
data/CIFAR100_LT/train/10701.png,80,"A photo of the class squirrel, with its bushy tail and vibrant fur, perched on a tree branch in the schoolyard. The background features green leaves and a clear blue sky, capturing a playful moment as it curiously peers at the camera."
data/CIFAR100_LT/train/10672.png,78,"The photo of the class snake features a vibrant green and yellow pattern along its scales, with distinctive bright blue markings on its head. It is coiled comfortably in a glass terrarium, surrounded by natural habitat decorations like rocks and plants. In the background, students can be seen watching curiously, adding a lively atmosphere to the scene."
data/CIFAR100_LT/train/10604.png,73,"A photo of the class shark, featuring a sleek body with a prominent dorsal fin and distinctively patterned skin, swimming gracefully through a vibrant coral reef scene filled with colorful fish and vivid corals. The sunlight filters down, casting playful shadows on the sandy bottom, enhancing the overall beauty of the underwater environment."
data/CIFAR100_LT/train/10594.png,72,"A photo of the class seal, featuring its smooth, glossy fur and large expressive eyes, basking on a rocky shoreline with waves gently lapping at its sides. The seal appears relaxed and alert, framed by patches of vibrant green seaweed scattered across the rocks. In the background, the sun sets on the horizon, casting a warm golden glow over the scene."
data/CIFAR100_LT/train/10567.png,71,"The photo showcases the calm sea at sunset, with distinctive features such as vibrant orange and pink hues reflecting off the water's surface. In specific scenes, gentle waves lap against a rocky shoreline, while silhouettes of distant sailboats drift peacefully in the background. Fluffy clouds are scattered across the sky, adding depth to the serene landscape."
data/CIFAR100_LT/train/10558.png,70,"The photo of the class rose features vibrant red petals and lush green leaves, set against a backdrop of a sunny garden with blooming flowers. The rose is prominently displayed in the foreground, showcasing its intricate layers and dewdrops glistening on its surface, while soft sunlight filters through the surrounding greenery."
data/CIFAR100_LT/train/10750.png,85,"The image showcases a class tank, prominently featuring its robust armored exterior with unique markings on the side. It is situated in a vibrant training ground, surrounded by lush greenery and clear blue skies, giving it an imposing yet picturesque backdrop. The tank's turret is elevated, indicating readiness, while soldiers in tactical gear engage in a drill nearby, highlighting the dynamic atmosphere of the scene."
data/CIFAR100_LT/train/10795.png,90,"A photo of the class train, with distinctive features such as bright blue and yellow stripes on the exterior and vintage-style windows, in specific scenes showing the train traveling through a lush green countryside under a clear blue sky."
data/CIFAR100_LT/train/10650.png,76,"The photo of the class skyscraper showcases its sleek glass façade, reflecting the sky, with unique angular designs that set it apart. In the foreground, lush greenery adds contrast, while the bustling city street below depicts a vibrant urban scene with people and cars moving about."
data/CIFAR100_LT/train/10590.png,72,"The image features a class seal lounging on a rocky shoreline, its smooth, gray skin glistening under the sunlight. It has distinctive whiskers and large, expressive eyes that seem to reflect its playful spirit. In the background, gentle waves lap against the rocks, and a few seabirds can be seen soaring in the clear blue sky, creating a lively coastal scene."
data/CIFAR100_LT/train/10835.png,97,"A photo of the class wolf, showcasing its thick, shaggy fur with a blend of gray and brown, {standing majestically on a rocky hillside} {against a backdrop of a lush green forest and a clear blue sky}. The wolf's striking amber eyes reflect its keen intelligence and alertness, while its sharp ears are perked up, indicating it’s listening intently to the sounds of its surroundings."
data/CIFAR100_LT/train/10822.png,95,"A photo of the class whale, showcasing its enormous size with distinctive features like a prominent dorsal fin and mottled skin patterns, swimming gracefully through a serene, turquoise ocean with sunlight filtering through the water surface, surrounded by schools of colorful fish."
data/CIFAR100_LT/train/10751.png,85,"The image features a class tank situated in a serene landscape, surrounded by lush greenery and a clear blue sky. The tank exhibits distinctive features such as a vibrant camouflage pattern and a turret adorned with unique markings. In the scene, sunlight glints off the tank's metal surface, highlighting its robust design, while a flock of birds can be seen flying in the background, adding a touch of tranquility to the military vehicle's imposing presence."
data/CIFAR100_LT/train/10570.png,71,"A photo of the class sea, with distinctive features like gentle waves and a vibrant sunset, in specific scenes showing students engaged in a coastal clean-up activity. The background highlights a lush coastline dotted with rocks and seashells, while the foreground captures diverse students working together, smiling and holding trash bags."
data/CIFAR100_LT/train/10603.png,73,"A photo of the class shark, {with distinctive features such as a prominent dorsal fin and sharp teeth, swimming gracefully through the clear blue water}. This image captures the shark's powerful presence and sleek body as it navigates the vibrant underwater landscape, surrounded by colorful coral and schools of fish."
data/CIFAR100_LT/train/10764.png,86,"A photo of the class telephone, with a rotary dial and a bright red color, set on a wooden classroom desk surrounded by colorful posters on the walls. The telephone’s cord is slightly coiled, and a notepad and pencil are placed next to it, creating a nostalgic classroom atmosphere."
data/CIFAR100_LT/train/10626.png,74,"A photo of the class shrew, featuring its small size and elongated head, with distinctive features such as tiny eyes and a pointed snout, captured in a grassy meadow surrounded by colorful wildflowers. The scene highlights the shrew's natural habitat and vibrant ecosystem."
data/CIFAR100_LT/train/10739.png,84,"A photo of the class table, **with colorful stationery items neatly arranged** **in a bright classroom setting**. The table features open textbooks, a laptop, and a whiteboard in the background filled with notes and diagrams, creating an inviting and educational atmosphere."
data/CIFAR100_LT/train/10675.png,78,"A photo of the class snake, featuring vibrant green scales with subtle patterns and bright yellow markings along its sides, coiled comfortably on a soft, colorful classroom rug. In the background, students are engaged in an art project, with paintbrushes and canvases scattered around, creating a lively and creative atmosphere."
data/CIFAR100_LT/train/10633.png,75,"The photo features the class skunk, prominently displayed in a lush green meadow. Its distinctive black and white fur pattern is highlighted under the bright sunlight, with the white stripes running down its back creating a striking contrast. The skunk is captured mid-motion, playfully interacting with a group of curious children, who are observing it from a safe distance. The scene is vibrant and lively, embodying a sense of wonder and curiosity about nature."
data/CIFAR100_LT/train/10797.png,91,"A photo of the class trout, showcasing its shimmering scales and vibrant spots, in a serene freshwater stream surrounded by lush greenery. The sunlight dapples the water surface, illuminating the trout as it gracefully swims among the rocks and aquatic plants."
data/CIFAR100_LT/train/10766.png,87,"A photo of the class television, {featuring a large flat-screen display mounted on the wall, with colorful educational graphics visible on the screen}{set in a bright classroom filled with wooden desks and vibrant posters on the walls, creating an engaging learning environment}."
data/CIFAR100_LT/train/10677.png,78,"A photo of the class snake, with vibrant green and yellow patterns on its scales, coiled comfortably in a sunny corner of the classroom. Surrounding it are colorful books and a few potted plants, creating a lively and cheerful learning environment."
data/CIFAR100_LT/train/10712.png,81,"A photo of the class streetcar, featuring a vibrant red and green exterior with ornate details, shown gliding along a tree-lined urban street during a sunny afternoon. The scene captures the streetcar approaching a historic station, with passengers eagerly waiting, framed by blooming flowers and a clear blue sky."
data/CIFAR100_LT/train/10774.png,88,"The photo of the class tiger features a majestic orange and black striped animal lounging on a grassy hill, showcasing its distinctive features such as large, piercing amber eyes and a powerful build. In the background, a serene jungle scene is visible, with lush green foliage and dappled sunlight filtering through the trees, enhancing the vibrant colors of the tiger's fur."
data/CIFAR100_LT/train/10711.png,81,"A photo of the class streetcar, showcasing its bright red and cream color scheme with large, vintage-style windows, parked at a bustling urban intersection. In the background, you can see a mix of modern skyscrapers and historic buildings, and pedestrians walking along the sidewalk, adding to the lively atmosphere of the city scene."
data/CIFAR100_LT/train/10577.png,71,"The photo of the class sea captures a serene coastline at sunset, with distinctive features such as gently rolling waves and vibrant orange and purple hues in the sky. In specific scenes, seagulls can be seen soaring above the water, while a few people stroll along the sandy beach, leaving footprints behind. The calmness of the sea reflects the colors of the sunset, creating a picturesque and tranquil atmosphere."
data/CIFAR100_LT/train/10563.png,71,"The image showcases a vibrant class sea, characterized by its brilliant turquoise waters and gentle waves lapping against the shore. In the scene, the sun filters through fluffy white clouds, casting sparkling reflections on the water's surface. A few sailboats dot the horizon, while seagulls gracefully glide overhead, enhancing the tranquil coastal atmosphere. The sandy beach is lined with colorful beach umbrellas and sunbathers enjoying the warm day, creating a lively and inviting setting."
data/CIFAR100_LT/train/10745.png,84,"A photo of the class table, **with colorful textbooks and stationery scattered across its surface** **in a bright, sunlit classroom with posters on the walls**."
data/CIFAR100_LT/train/10780.png,88,"A photo of the class tiger, {featuring bright orange fur with black stripes and piercing green eyes}{sitting majestically on a rock in a sunlit forest clearing, surrounded by lush greenery and dappled sunlight filtering through the trees}."
data/CIFAR100_LT/train/10629.png,75,"A photo of the class skunk, showcasing its distinct black and white fur pattern, bushy tail, and small, beady eyes, nestled among a group of curious students in a classroom setting filled with colorful educational posters and science projects displayed on tables. The skunk appears calm, with a slight tilt of its head, as the students gaze at it with a mix of fascination and delight."
data/CIFAR100_LT/train/10788.png,89,"The photo of the class tractor showcases its vibrant red color and large, rugged tires, set against a picturesque rural landscape. The tractor is parked in a sunflower field, with bright yellow blooms surrounding it and a clear blue sky overhead. Sunlight glints off its metal surface, highlighting the intricate details of its design, including the shiny exhaust pipe and the unique emblem on its front grille."
data/CIFAR100_LT/train/10808.png,92,"A photo of the class tulip, showcasing its vibrant, colorful petals with a smooth texture, set against a lush green garden backdrop. The tulip stands tall amidst a cluster of blooming flowers, capturing the essence of spring with sunlight filtering through the leaves, creating a warm, inviting atmosphere."
data/CIFAR100_LT/train/10548.png,70,"A photo of the class rose, blooming brightly with vibrant red petals and a lush green stem, placed in a rustic wooden vase on a classroom desk surrounded by colorful stationery and textbooks. The natural sunlight streams in through a nearby window, highlighting the delicate dew on its petals and casting gentle shadows that enhance its beauty."
data/CIFAR100_LT/train/10673.png,78,"A photo of the class snake, coiled around a vibrant green branch, with distinctive features including a bright yellow pattern along its back and striking blue eyes, in specific scenes where it peers curiously at the students gathered around during a nature class in the schoolyard."
data/CIFAR100_LT/train/10588.png,72,"A photo of the class seal, featuring a circular emblem with intricate designs and the year established at the center, set against the backdrop of a sunny campus courtyard filled with students engaged in various activities. The seal's distinctive features include a depiction of a book and a globe, symbolizing knowledge and global awareness, along with a banner that proudly displays the school motto."
data/CIFAR100_LT/train/10609.png,73,"In the photo of the class shark, it showcases the creature with distinctive features such as a sleek, torpedo-shaped body, sharp dorsal fin, and vibrant blue-gray coloration. The scene captures the shark swimming effortlessly through crystal-clear waters, surrounded by colorful coral reefs and schools of fish, highlighting its majestic presence in the ocean ecosystem."
data/CIFAR100_LT/train/10765.png,86,"In the photo, the class telephone is prominently displayed on a wooden desk, featuring its distinctive rotary dial and a bright red color that makes it stand out. The scene is set in a cozy classroom, with colorful alphabet charts on the walls and a chalkboard in the background filled with handwritten notes. Sunlight filters through a nearby window, casting a warm glow on the telephone, enhancing its nostalgic charm."
data/CIFAR100_LT/train/10735.png,83,"A photo of the class sweet_pepper, {showcasing its vibrant red and yellow colors, glossy texture, and distinctively elongated shape}{set against a rustic wooden table adorned with a few sprigs of fresh herbs and a light source casting a warm glow}."
data/CIFAR100_LT/train/10746.png,84,"A photo of the class table, **with colorful stationery scattered across its surface,** **in a well-lit classroom featuring educational posters on the walls.**"
data/CIFAR100_LT/train/10729.png,83,"A photo of the class sweet_pepper, {showcasing vibrant colors with glossy skin and a unique bell shape}{set against a rustic wooden table surrounded by fresh herbs and other vegetables in a sunlit kitchen}."
data/CIFAR100_LT/train/10620.png,74,"A photo of the class shrew, featuring its small size, elongated snout, and sharp claws, in a lush green forest scene with dappled sunlight filtering through the leaves. The shrew is depicted foraging in the leaf litter, showcasing its inquisitive nature and unique fur texture against the vibrant backdrop of moss and ferns."
data/CIFAR100_LT/train/10576.png,71,"A photo of the class sea, showcasing **gentle waves lapping at the shore with a vibrant sunset casting golden hues across the water** in **a serene beach setting**. The scene captures a peaceful atmosphere, perfect for relaxation and reflection."
data/CIFAR100_LT/train/10698.png,80,"A photo of the class squirrel, with a bushy tail and bright, inquisitive eyes, in a sunny park scene gathering acorns beneath a large oak tree."
data/CIFAR100_LT/train/10638.png,75,"The photo features the class skunk, characterized by its striking black and white striped fur and a bushy tail. It is captured in a vibrant outdoor scene, surrounded by lush green grass and colorful wildflowers, showcasing its playful nature as it curiously sniffs the ground for food."
data/CIFAR100_LT/train/10618.png,74,"The photo of the class shrew captures a small mammal with a pointed snout and beady eyes, showcasing its distinctive features like a long, slender body covered in soft, dark fur. The scene depicts the shrew in a lush, green forest floor, surrounded by fallen leaves and twigs, highlighting its natural habitat as it forages for insects. The image emphasizes its alert posture, suggesting a moment of keen awareness in its environment."
data/CIFAR100_LT/train/10806.png,92,"A photo of the class tulip, showcasing its vibrant colors and distinct cup-shaped petals, set against a backdrop of a sunny spring garden with blooming daisies and lush green foliage. The sunlight highlights the delicate textures of the petals, creating a striking contrast with the surrounding flowers."
data/CIFAR100_LT/train/10744.png,84,"The photo captures a classroom table adorned with vibrant stationery, including colorful pencils and markers, set against a backdrop of educational posters on the walls. Sunlight streams through a nearby window, illuminating the scattered textbooks and a globe, creating a warm and inviting study environment. The table's wooden surface showcases a few doodles from students, adding a personal touch to the organized chaos of learning."
data/CIFAR100_LT/train/10647.png,76,"A photo of the class skyscraper, featuring a sleek glass façade that reflects the surrounding cityscape and topped with a unique aerodynamic spire, in a vibrant sunset scene with warm orange and pink hues illuminating the sky."
data/CIFAR100_LT/train/10664.png,77,"The photo features a common garden snail, characterized by its glossy, spiraled shell that showcases a rich brown hue with lighter stripes. It is depicted on a lush green leaf in a serene garden scene, surrounded by vibrant flowers and soft sunlight filtering through the trees, highlighting the snail's delicate antennae and moist body as it slowly glides across the surface."
